Index,ground,margin,matchdate,matchid,team1,team2,winner
1955,Kuala Lumpur,6 wickets,"May 1, 2014",736497,Afghanistan,Hong Kong,Afghanistan
1954,Dhaka,5 wickets,"Mar 8, 2014",710311,Pakistan,Sri Lanka,Sri Lanka
1953,Dhaka,3 wickets,"Mar 6, 2014",710309,Bangladesh,Sri Lanka,Sri Lanka
1952,North Sound,25 runs,"Mar 5, 2014",636535,West Indies,England,England
1951,Dhaka,8 wickets,"Mar 5, 2014",710307,Afghanistan,India,India
1950,Dhaka,3 wickets,"Mar 4, 2014",710305,Bangladesh,Pakistan,Pakistan
1949,Dhaka,129 runs,"Mar 3, 2014",710303,Afghanistan,Sri Lanka,Sri Lanka
1948,North Sound,3 wickets,"Mar 2, 2014",636534,West Indies,England,England
1947,Dhaka,1 wicket,"Mar 2, 2014",710301,India,Pakistan,Pakistan
1946,Fatullah,32 runs,"Mar 1, 2014",710299,Bangladesh,Afghanistan,Afghanistan
1945,North Sound,15 runs,"Feb 28, 2014",636533,West Indies,England,West Indies
1944,Fatullah,2 wickets,"Feb 28, 2014",710297,India,Sri Lanka,Sri Lanka
1943,Fatullah,72 runs,"Feb 27, 2014",710295,Afghanistan,Pakistan,Pakistan
1942,Fatullah,6 wickets,"Feb 26, 2014",710293,Bangladesh,India,India
1941,Fatullah,12 runs,"Feb 25, 2014",710291,Pakistan,Sri Lanka,Sri Lanka
1940,Kingston,4 wickets,"Feb 23, 2014",702139,West Indies,Ireland,West Indies
1939,Dhaka,6 wickets,"Feb 22, 2014",690359,Bangladesh,Sri Lanka,Sri Lanka
1938,Dhaka,61 runs,"Feb 20, 2014",690357,Bangladesh,Sri Lanka,Sri Lanka
1937,Dhaka,13 runs,"Feb 17, 2014",690355,Bangladesh,Sri Lanka,Sri Lanka
1936,Lincoln,41 runs,"Feb 1, 2014",696763,Scotland,U.A.E.,Scotland
1935,Wellington,87 runs,"Jan 31, 2014",667649,New Zealand,India,New Zealand
1934,Christchurch,3 wickets,"Jan 30, 2014",696759,Kenya,Scotland,Scotland
1933,Hamilton,7 wickets,"Jan 28, 2014",667647,New Zealand,India,New Zealand
1932,Mount Maunganui,8 wickets,"Jan 28, 2014",696747,Canada,Netherlands,Netherlands
1931,Adelaide,5 runs,"Jan 26, 2014",636163,Australia,England,Australia
1930,Auckland,,"Jan 25, 2014",667645,New Zealand,India,tied
1929,Perth,57 runs,"Jan 24, 2014",636162,Australia,England,England
1928,Lincoln,4 wickets,"Jan 23, 2014",696733,Kenya,Netherlands,Kenya
1927,Christchurch,170 runs,"Jan 23, 2014",696731,Canada,Scotland,Scotland
1926,Hamilton,15 runs,"Jan 22, 2014",667643,New Zealand,India,New Zealand
1925,Sydney,7 wickets,"Jan 19, 2014",636161,Australia,England,Australia
1924,Napier,24 runs,"Jan 19, 2014",667641,New Zealand,India,New Zealand
1923,Brisbane,1 wicket,"Jan 17, 2014",636160,Australia,England,Australia
1922,Melbourne,6 wickets,"Jan 12, 2014",636159,Australia,England,Australia
1921,Hamilton,203 runs,"Jan 8, 2014",661693,New Zealand,West Indies,West Indies
1920,Nelson,58 runs,"Jan 4, 2014",661691,New Zealand,West Indies,New Zealand
1919,Queenstown,159 runs,"Jan 1, 2014",661689,New Zealand,West Indies,New Zealand
1918,Abu Dhabi,2 wickets,"Dec 27, 2013",657645,Pakistan,Sri Lanka,Sri Lanka
1917,Auckland,2 wickets,"Dec 26, 2013",661685,New Zealand,West Indies,West Indies
1916,Abu Dhabi,8 wickets,"Dec 25, 2013",657643,Pakistan,Sri Lanka,Pakistan
1915,Sharjah,113 runs,"Dec 22, 2013",657641,Pakistan,Sri Lanka,Pakistan
1914,Dubai (DSC),2 wickets,"Dec 20, 2013",657639,Pakistan,Sri Lanka,Sri Lanka
1913,Sharjah,11 runs,"Dec 18, 2013",657637,Pakistan,Sri Lanka,Pakistan
1912,Centurion,,"Dec 11, 2013",648655,South Africa,India,no result
1911,Durban,134 runs,"Dec 8, 2013",648653,South Africa,India,South Africa
1910,Johannesburg,141 runs,"Dec 5, 2013",648651,South Africa,India,South Africa
1909,Centurion,4 wickets,"Nov 30, 2013",685735,South Africa,Pakistan,South Africa
1908,Port Elizabeth,1 run,"Nov 27, 2013",685733,South Africa,Pakistan,Pakistan
1907,Kanpur,5 wickets,"Nov 27, 2013",676533,India,West Indies,India
1906,Cape Town,23 runs,"Nov 24, 2013",685731,South Africa,Pakistan,Pakistan
1905,Visakhapatnam,2 wickets,"Nov 24, 2013",676531,India,West Indies,West Indies
1904,Kochi,6 wickets,"Nov 21, 2013",676529,India,West Indies,India
1903,Dambulla,36 runs,"Nov 16, 2013",668965,Sri Lanka,New Zealand,Sri Lanka
1902,Hambantota,4 wickets,"Nov 12, 2013",668963,Sri Lanka,New Zealand,New Zealand
1901,Sharjah,117 runs,"Nov 11, 2013",649099,Pakistan,South Africa,South Africa
1900,Hambantota,,"Nov 10, 2013",668961,Sri Lanka,New Zealand,no result
1899,Abu Dhabi,28 runs,"Nov 8, 2013",649097,Pakistan,South Africa,South Africa
1898,Abu Dhabi,68 runs,"Nov 6, 2013",649095,Pakistan,South Africa,South Africa
1897,Fatullah,4 wickets,"Nov 3, 2013",668957,Bangladesh,New Zealand,Bangladesh
1896,Bengaluru,57 runs,"Nov 2, 2013",647261,India,Australia,India
1895,Dubai (DSC),66 runs,"Nov 1, 2013",649093,Pakistan,South Africa,Pakistan
1894,Dhaka,40 runs,"Oct 31, 2013",668955,Bangladesh,New Zealand,Bangladesh
1893,Sharjah,1 run,"Oct 30, 2013",649091,Pakistan,South Africa,South Africa
1892,Nagpur,6 wickets,"Oct 30, 2013",647259,India,Australia,India
1891,Dhaka,43 runs,"Oct 29, 2013",668953,Bangladesh,New Zealand,Bangladesh
1890,Ranchi,,"Oct 23, 2013",647255,India,Australia,no result
1889,Mohali,4 wickets,"Oct 19, 2013",647253,India,Australia,Australia
1888,Jaipur,9 wickets,"Oct 16, 2013",647251,India,Australia,India
1887,Pune,72 runs,"Oct 13, 2013",647249,India,Australia,Australia
1886,Sharjah,7 wickets,"Oct 4, 2013",661893,Afghanistan,Kenya,Afghanistan
1885,Sharjah,8 wickets,"Oct 2, 2013",661891,Afghanistan,Kenya,Afghanistan
1884,Southampton,49 runs,"Sep 16, 2013",566945,England,Australia,Australia
1883,Cardiff,3 wickets,"Sep 14, 2013",566944,England,Australia,England
1882,Birmingham,,"Sep 11, 2013",566943,England,Australia,no result
1881,Belfast,7 wickets,"Sep 8, 2013",660841,Ireland,Scotland,Ireland
1880,Manchester,88 runs,"Sep 8, 2013",566942,England,Australia,Australia
1879,Belfast,1 wicket,"Sep 6, 2013",660837,Ireland,Scotland,Ireland
1878,Edinburgh,200 runs,"Sep 3, 2013",566939,Scotland,Australia,Australia
1877,Dublin (Malahide),6 wickets,"Sep 3, 2013",566940,Ireland,England,England
1876,Harare,108 runs,"Aug 31, 2013",659553,Zimbabwe,Pakistan,Pakistan
1875,King City (NW),9 wickets,"Aug 29, 2013",660827,Canada,Netherlands,Netherlands
1874,Harare,90 runs,"Aug 29, 2013",659551,Zimbabwe,Pakistan,Pakistan
1873,King City (NW),,"Aug 27-28, 2013",660825,Canada,Netherlands,no result
1872,Harare,7 wickets,"Aug 27, 2013",659549,Zimbabwe,Pakistan,Zimbabwe
1871,Bulawayo,7 wickets,"Aug 3, 2013",643677,Zimbabwe,India,India
1870,Bulawayo,9 wickets,"Aug 1, 2013",643675,Zimbabwe,India,India
1869,Colombo (RPS),128 runs,"Jul 31, 2013",635657,Sri Lanka,South Africa,Sri Lanka
1868,Pallekele,8 wickets,"Jul 28, 2013",635656,Sri Lanka,South Africa,Sri Lanka
1867,Harare,7 wickets,"Jul 28, 2013",643669,Zimbabwe,India,India
1866,Pallekele,56 runs,"Jul 26, 2013",635655,Sri Lanka,South Africa,South Africa
1865,Harare,58 runs,"Jul 26, 2013",643667,Zimbabwe,India,India
1864,Gros Islet,4 wickets,"Jul 24, 2013",645643,West Indies,Pakistan,Pakistan
1863,Harare,6 wickets,"Jul 24, 2013",643665,Zimbabwe,India,India
1862,Colombo (RPS),17 runs,"Jul 23, 2013",635654,Sri Lanka,South Africa,Sri Lanka
1861,Gros Islet,6 wickets,"Jul 21, 2013",645641,West Indies,Pakistan,Pakistan
1860,Colombo (RPS),180 runs,"Jul 20, 2013",635653,Sri Lanka,South Africa,Sri Lanka
1859,Gros Islet,,"Jul 19, 2013",645639,West Indies,Pakistan,tied
1858,Providence,37 runs,"Jul 16, 2013",645637,West Indies,Pakistan,West Indies
1857,Providence,126 runs,"Jul 14, 2013",645635,West Indies,Pakistan,Pakistan
1856,Port of Spain,1 wicket,"Jul 11, 2013",597929,India,Sri Lanka,India
1855,Port of Spain,81 runs,"Jul 9, 2013",597928,India,Sri Lanka,India
1854,Amstelveen,,"Jul 9, 2013",631139,Netherlands,Ireland,tied
1853,Port of Spain,39 runs,"Jul 7-8, 2013",597927,West Indies,Sri Lanka,Sri Lanka
1852,Amstelveen,88 runs,"Jul 7, 2013",631138,Netherlands,Ireland,Ireland
1851,Port of Spain,102 runs,"Jul 5, 2013",597926,West Indies,India,India
1850,Kingston,161 runs,"Jul 2, 2013",597925,India,Sri Lanka,Sri Lanka
1849,Aberdeen,4 wickets,"Jul 2-3, 2013",631137,Scotland,Kenya,Scotland
1848,Kingston,1 wicket,"Jun 30, 2013",597924,West Indies,India,West Indies
1847,Aberdeen,12 runs,"Jun 30, 2013",631136,Scotland,Kenya,Scotland
1846,Kingston,6 wickets,"Jun 28, 2013",597923,West Indies,Sri Lanka,West Indies
1845,Birmingham,5 runs,"Jun 23, 2013",566948,England,India,India
1844,Cardiff,8 wickets,"Jun 20, 2013",566947,India,Sri Lanka,India
1843,The Oval,7 wickets,"Jun 19, 2013",566946,England,South Africa,England
1842,The Oval,20 runs,"Jun 17, 2013",578625,Australia,Sri Lanka,Sri Lanka
1841,Cardiff,10 runs,"Jun 16, 2013",578624,England,New Zealand,England
1840,Birmingham,8 wickets,"Jun 15, 2013",578623,India,Pakistan,India
1839,Cardiff,,"Jun 14, 2013",578622,South Africa,West Indies,tied
1838,The Oval,7 wickets,"Jun 13, 2013",578621,England,Sri Lanka,Sri Lanka
1837,Birmingham,,"Jun 12, 2013",578620,Australia,New Zealand,no result
1836,The Oval,8 wickets,"Jun 11, 2013",578619,India,West Indies,India
1835,Birmingham,67 runs,"Jun 10, 2013",578618,Pakistan,South Africa,South Africa
1834,Cardiff,1 wicket,"Jun 9, 2013",578617,New Zealand,Sri Lanka,New Zealand
1833,Birmingham,48 runs,"Jun 8, 2013",578616,England,Australia,England
1832,The Oval,2 wickets,"Jun 7, 2013",578615,Pakistan,West Indies,West Indies
1831,Cardiff,26 runs,"Jun 6, 2013",578614,India,South Africa,India
1830,Nottingham,34 runs,"Jun 5, 2013",566925,England,New Zealand,England
1829,Southampton,86 runs,"Jun 2, 2013",566924,England,New Zealand,New Zealand
1828,Lord's,5 wickets,"May 31, 2013",566923,England,New Zealand,New Zealand
1827,Amstelveen,83 runs,"May 31, 2013",602761,Netherlands,South Africa,South Africa
1826,Dublin,2 wickets,"May 26, 2013",601613,Ireland,Pakistan,Pakistan
1825,Dublin,,"May 23, 2013",601612,Ireland,Pakistan,tied
1824,Edinburgh,96 runs,"May 17, 2013",601077,Scotland,Pakistan,Pakistan
1823,Bulawayo,7 wickets,"May 8, 2013",623575,Zimbabwe,Bangladesh,Zimbabwe
1822,Bulawayo,6 wickets,"May 5, 2013",623574,Zimbabwe,Bangladesh,Zimbabwe
1821,Bulawayo,121 runs,"May 3, 2013",623573,Zimbabwe,Bangladesh,Bangladesh
1820,Pallekele,3 wickets,"Mar 28, 2013",602476,Sri Lanka,Bangladesh,Bangladesh
1819,Hambantota,,"Mar 25, 2013",602475,Sri Lanka,Bangladesh,no result
1818,Benoni,6 wickets,"Mar 24, 2013",567372,South Africa,Pakistan,South Africa
1817,Hambantota,8 wickets,"Mar 23, 2013",602474,Sri Lanka,Bangladesh,Sri Lanka
1816,Durban,3 wickets,"Mar 21, 2013",567371,South Africa,Pakistan,Pakistan
1815,Johannesburg,34 runs,"Mar 17, 2013",567370,South Africa,Pakistan,South Africa
1814,Centurion,6 wickets,"Mar 15, 2013",567369,South Africa,Pakistan,Pakistan
1813,ICCA Dubai,6 wickets,"Mar 13, 2013",592267,Canada,Kenya,Kenya
1812,ICCA Dubai,6 wickets,"Mar 11, 2013",592266,Canada,Kenya,Kenya
1811,Bloemfontein,125 runs,"Mar 10, 2013",567368,South Africa,Pakistan,South Africa
1810,Sharjah,5 wickets,"Mar 8, 2013",592271,Afghanistan,Scotland,Afghanistan
1809,Sharjah,7 wickets,"Mar 6, 2013",592270,Afghanistan,Scotland,Afghanistan
1808,St George's,5 wickets,"Feb 26, 2013",593985,West Indies,Zimbabwe,West Indies
1807,St George's,7 wickets,"Feb 24, 2013",593984,West Indies,Zimbabwe,West Indies
1806,Auckland,5 wickets,"Feb 23, 2013",569242,New Zealand,England,England
1805,St George's,156 runs,"Feb 22, 2013",593983,West Indies,Zimbabwe,West Indies
1804,Napier,8 wickets,"Feb 20, 2013",569241,New Zealand,England,England
1803,Hamilton,3 wickets,"Feb 17, 2013",569240,New Zealand,England,New Zealand
1802,Melbourne,17 runs,"Feb 10, 2013",573026,Australia,West Indies,Australia
1801,Sydney,5 wickets,"Feb 8, 2013",573025,Australia,West Indies,Australia
1800,Canberra,39 runs,"Feb 6, 2013",573024,Australia,West Indies,Australia
1799,Perth,54 runs,"Feb 3, 2013",573023,Australia,West Indies,Australia
1798,Perth,9 wickets,"Feb 1, 2013",573022,Australia,West Indies,Australia
1797,Dharamsala,7 wickets,"Jan 27, 2013",565816,India,England,England
1796,Potchefstroom,1 wicket,"Jan 25, 2013",567360,South Africa,New Zealand,South Africa
1795,Mohali,5 wickets,"Jan 23, 2013",565815,India,England,India
1794,Hobart,32 runs,"Jan 23, 2013",573018,Australia,Sri Lanka,Australia
1793,Kimberley,27 runs,"Jan 22, 2013",567359,South Africa,New Zealand,New Zealand
1792,Sydney,,"Jan 20, 2013",573017,Australia,Sri Lanka,no result
1791,Paarl,1 wicket,"Jan 19, 2013",567358,South Africa,New Zealand,New Zealand
1790,Ranchi,7 wickets,"Jan 19, 2013",565814,India,England,India
1789,Brisbane,4 wickets,"Jan 18, 2013",573016,Australia,Sri Lanka,Sri Lanka
1788,Kochi,127 runs,"Jan 15, 2013",565813,India,England,India
1787,Adelaide,8 wickets,"Jan 13, 2013",573015,Australia,Sri Lanka,Sri Lanka
1786,Rajkot,9 runs,"Jan 11, 2013",565812,India,England,England
1785,Melbourne,107 runs,"Jan 11, 2013",573014,Australia,Sri Lanka,Australia
1784,Delhi,10 runs,"Jan 6, 2013",589310,India,Pakistan,India
1783,Kolkata,85 runs,"Jan 3, 2013",589309,India,Pakistan,Pakistan
1782,Chennai,6 wickets,"Dec 30, 2012",589308,India,Pakistan,Pakistan
1781,Dhaka,2 wickets,"Dec 8, 2012",587475,Bangladesh,West Indies,Bangladesh
1780,Dhaka,75 runs,"Dec 7, 2012",587474,Bangladesh,West Indies,West Indies
1779,Dhaka,4 wickets,"Dec 5, 2012",587473,Bangladesh,West Indies,West Indies
1778,Khulna,160 runs,"Dec 2, 2012",587472,Bangladesh,West Indies,Bangladesh
1777,Khulna,7 wickets,"Nov 30, 2012",587471,Bangladesh,West Indies,Bangladesh
1776,Hambantota,,"Nov 12, 2012",582191,Sri Lanka,New Zealand,no result
1775,Hambantota,7 wickets,"Nov 10, 2012",582190,Sri Lanka,New Zealand,Sri Lanka
1774,Pallekele,7 wickets,"Nov 6, 2012",582189,Sri Lanka,New Zealand,Sri Lanka
1773,Pallekele,14 runs,"Nov 4, 2012",582188,Sri Lanka,New Zealand,Sri Lanka
1772,Nottingham,7 wickets,"Sep 5, 2012",534232,England,South Africa,South Africa
1771,Sharjah,3 wickets,"Sep 3, 2012",571147,Australia,Pakistan,Australia
1770,Lord's,6 wickets,"Sep 2, 2012",534231,England,South Africa,England
1769,Abu Dhabi,7 wickets,"Aug 31, 2012",571146,Australia,Pakistan,Pakistan
1768,The Oval,4 wickets,"Aug 31, 2012",534230,England,South Africa,England
1767,Sharjah,4 wickets,"Aug 28, 2012",571145,Australia,Pakistan,Australia
1766,Southampton,80 runs,"Aug 28, 2012",534229,England,South Africa,South Africa
1765,Sharjah,66 runs,"Aug 25, 2012",571947,Afghanistan,Australia,Australia
1764,Cardiff,,"Aug 24, 2012",534228,England,South Africa,no result
1763,Pallekele,20 runs,"Aug 4, 2012",564785,Sri Lanka,India,India
1762,Colombo (RPS),6 wickets,"Jul 31, 2012",564784,Sri Lanka,India,India
1761,Colombo (RPS),5 wickets,"Jul 28, 2012",564783,Sri Lanka,India,India
1760,Hambantota,9 wickets,"Jul 24, 2012",564782,Sri Lanka,India,Sri Lanka
1759,Hambantota,21 runs,"Jul 21, 2012",564781,Sri Lanka,India,India
1758,Basseterre,20 runs,"Jul 16, 2012",560927,West Indies,New Zealand,West Indies
1757,Basseterre,24 runs,"Jul 14, 2012",560926,West Indies,New Zealand,West Indies
1756,Basseterre,88 runs,"Jul 11, 2012",560925,West Indies,New Zealand,New Zealand
1755,Ayr,4 wickets,"Jul 11-12, 2012",555894,Scotland,Canada,Scotland
1754,Manchester,7 wickets,"Jul 10, 2012",534219,England,Australia,England
1753,Kingston,55 runs,"Jul 7, 2012",560924,West Indies,New Zealand,West Indies
1752,Chester-le-Street,8 wickets,"Jul 7, 2012",534218,England,Australia,England
1751,Kingston,9 wickets,"Jul 5, 2012",560923,West Indies,New Zealand,West Indies
1750,Dublin,59 runs,"Jul 5, 2012",555892,Ireland,Afghanistan,Ireland
1749,The Oval,6 wickets,"Jul 1, 2012",534216,England,Australia,England
1748,Lord's,15 runs,"Jun 29, 2012",534215,England,Australia,England
1747,Belfast,,"Jun 23, 2012",534214,Ireland,Australia,no result
1746,The Oval,8 wickets,"Jun 19, 2012",534210,England,West Indies,England
1745,Colombo (RPS),2 wickets,"Jun 18, 2012",562443,Sri Lanka,Pakistan,Sri Lanka
1744,Southampton,114 runs,"Jun 16, 2012",534209,England,West Indies,England
1743,Colombo (RPS),44 runs,"Jun 16, 2012",562442,Sri Lanka,Pakistan,Sri Lanka
1742,Colombo (RPS),,"Jun 13, 2012",562441,Sri Lanka,Pakistan,no result
1741,Pallekele,76 runs,"Jun 9, 2012",562440,Sri Lanka,Pakistan,Sri Lanka
1740,Pallekele,6 wickets,"Jun 7, 2012",562439,Sri Lanka,Pakistan,Pakistan
1739,Sharjah,5 wickets,"Mar 31, 2012",543889,Afghanistan,Netherlands,Afghanistan
1738,Sharjah,9 wickets,"Mar 29, 2012",543888,Afghanistan,Netherlands,Netherlands
1737,Gros Islet,30 runs,"Mar 25, 2012",540172,West Indies,Australia,Australia
1736,Gros Islet,42 runs,"Mar 23, 2012",540171,West Indies,Australia,West Indies
1735,Dhaka,2 runs,"Mar 22, 2012",535800,Bangladesh,Pakistan,Pakistan
1734,Kingstown,,"Mar 20, 2012",540170,West Indies,Australia,tied
1733,Dhaka,5 wickets,"Mar 20, 2012",535799,Bangladesh,Sri Lanka,Bangladesh
1732,Kingstown,5 wickets,"Mar 18, 2012",540169,West Indies,Australia,West Indies
1731,Dhaka,6 wickets,"Mar 18, 2012",535798,India,Pakistan,India
1730,Kingstown,64 runs,"Mar 16, 2012",540168,West Indies,Australia,Australia
1729,Dhaka,5 wickets,"Mar 16, 2012",535797,Bangladesh,India,Bangladesh
1728,Dhaka,6 wickets,"Mar 15, 2012",535796,Pakistan,Sri Lanka,Pakistan
1727,Dhaka,50 runs,"Mar 13, 2012",535795,India,Sri Lanka,India
1726,Dhaka,21 runs,"Mar 11, 2012",535794,Bangladesh,Pakistan,Pakistan
1725,Adelaide,16 runs,"Mar 8, 2012",518970,Australia,Sri Lanka,Australia
1724,Adelaide,8 wickets,"Mar 6, 2012",518969,Australia,Sri Lanka,Sri Lanka
1723,Brisbane,15 runs,"Mar 4, 2012",518968,Australia,Sri Lanka,Australia
1722,Auckland,5 wickets,"Mar 3, 2012",520602,New Zealand,South Africa,South Africa
1721,Melbourne,9 runs,"Mar 2, 2012",518967,Australia,Sri Lanka,Sri Lanka
1720,Napier,6 wickets,"Feb 29, 2012",520601,New Zealand,South Africa,South Africa
1719,Hobart,7 wickets,"Feb 28, 2012",518966,India,Sri Lanka,India
1718,Sydney,87 runs,"Feb 26, 2012",518965,Australia,India,Australia
1717,Wellington,6 wickets,"Feb 25, 2012",520600,New Zealand,South Africa,South Africa
1716,Hobart,3 wickets,"Feb 24, 2012",518964,Australia,Sri Lanka,Sri Lanka
1715,Dubai (DSC),4 wickets,"Feb 21, 2012",531634,England,Pakistan,England
1714,Brisbane,51 runs,"Feb 21, 2012",518963,India,Sri Lanka,Sri Lanka
1713,Mombasa,117 runs,"Feb 20, 2012",543882,Kenya,Ireland,Ireland
1712,Brisbane,110 runs,"Feb 19, 2012",518962,Australia,India,Australia
1711,Dubai (DSC),9 wickets,"Feb 18, 2012",531633,England,Pakistan,England
1710,Mombasa,7 wickets,"Feb 18, 2012",543881,Kenya,Ireland,Kenya
1709,Sydney,8 wickets,"Feb 17, 2012",518961,Australia,Sri Lanka,Sri Lanka
1708,Abu Dhabi,20 runs,"Feb 15, 2012",531632,England,Pakistan,England
1707,Adelaide,,"Feb 14, 2012",518960,India,Sri Lanka,tied
1706,Abu Dhabi,130 runs,"Feb 13, 2012",531631,England,Pakistan,England
1705,Adelaide,4 wickets,"Feb 12, 2012",518959,Australia,India,India
1704,Sharjah,7 wickets,"Feb 10, 2012",545656,Afghanistan,Pakistan,Pakistan
1703,Perth,5 runs,"Feb 10, 2012",518958,Australia,Sri Lanka,Australia
1702,Napier,202 runs,"Feb 9, 2012",520594,New Zealand,Zimbabwe,New Zealand
1701,Perth,4 wickets,"Feb 8, 2012",518957,India,Sri Lanka,India
1700,Whangarei,141 runs,"Feb 6, 2012",520593,New Zealand,Zimbabwe,New Zealand
1699,Melbourne,65 runs,"Feb 5, 2012",518956,Australia,India,Australia
1698,Dunedin,90 runs,"Feb 3, 2012",520592,New Zealand,Zimbabwe,New Zealand
1697,Johannesburg,2 wickets,"Jan 22, 2012",514039,South Africa,Sri Lanka,Sri Lanka
1696,Kimberley,5 wickets,"Jan 20, 2012",514038,South Africa,Sri Lanka,Sri Lanka
1695,Bloemfontein,4 runs,"Jan 17, 2012",514037,South Africa,Sri Lanka,South Africa
1694,East London,5 wickets,"Jan 14, 2012",514036,South Africa,Sri Lanka,South Africa
1693,Paarl,258 runs,"Jan 11, 2012",514035,South Africa,Sri Lanka,South Africa
1692,Chennai,34 runs,"Dec 11, 2011",536933,India,West Indies,India
1691,Indore,153 runs,"Dec 8, 2011",536932,India,West Indies,India
1690,Chattogram,58 runs,"Dec 6, 2011",538071,Bangladesh,Pakistan,Pakistan
1689,Ahmedabad,16 runs,"Dec 5, 2011",536931,India,West Indies,West Indies
1688,Dhaka,76 runs,"Dec 3, 2011",538070,Bangladesh,Pakistan,Pakistan
1687,Visakhapatnam,5 wickets,"Dec 2, 2011",536930,India,West Indies,India
1686,Dhaka,5 wickets,"Dec 1, 2011",538069,Bangladesh,Pakistan,Pakistan
1685,Cuttack,1 wicket,"Nov 29, 2011",536929,India,West Indies,India
1684,Abu Dhabi,3 wickets,"Nov 23, 2011",530431,Pakistan,Sri Lanka,Pakistan
1683,Sharjah,26 runs,"Nov 20, 2011",530430,Pakistan,Sri Lanka,Pakistan
1682,Dubai (DSC),21 runs,"Nov 18, 2011",530429,Pakistan,Sri Lanka,Pakistan
1681,Dubai (DSC),25 runs,"Nov 14, 2011",530428,Pakistan,Sri Lanka,Sri Lanka
1680,Dubai (DSC),8 wickets,"Nov 11, 2011",530427,Pakistan,Sri Lanka,Pakistan
1679,Durban,3 wickets,"Oct 28, 2011",514027,South Africa,Australia,Australia
1678,Kolkata,95 runs,"Oct 25, 2011",521222,India,England,India
1677,Bulawayo,1 wicket,"Oct 25, 2011",527016,Zimbabwe,New Zealand,Zimbabwe
1676,Port Elizabeth,80 runs,"Oct 23, 2011",514026,South Africa,Australia,South Africa
1675,Mumbai,6 wickets,"Oct 23, 2011",521221,India,England,India
1674,Harare,4 wickets,"Oct 22, 2011",527015,Zimbabwe,New Zealand,New Zealand
1673,Mohali,5 wickets,"Oct 20, 2011",521220,India,England,India
1672,Harare,9 wickets,"Oct 20, 2011",527014,Zimbabwe,New Zealand,New Zealand
1671,Centurion,93 runs,"Oct 19, 2011",514025,South Africa,Australia,Australia
1670,Chattogram,8 wickets,"Oct 18, 2011",531985,Bangladesh,West Indies,Bangladesh
1669,Delhi,8 wickets,"Oct 17, 2011",521219,India,England,India
1668,Dhaka,8 wickets,"Oct 15, 2011",531984,Bangladesh,West Indies,West Indies
1667,Hyderabad (Deccan),126 runs,"Oct 14, 2011",521218,India,England,India
1666,Dhaka,40 runs,"Oct 13, 2011",531983,Bangladesh,West Indies,West Indies
1665,Dublin,56 runs,"Sep 20, 2011",523805,Ireland,Canada,Ireland
1664,Dublin,133 runs,"Sep 19, 2011",523804,Ireland,Canada,Ireland
1663,Cardiff,6 wickets,"Sep 16, 2011",474481,England,India,England
1662,Harare,28 runs,"Sep 14, 2011",523734,Zimbabwe,Pakistan,Pakistan
1661,The Hague,4 wickets,"Sep 13, 2011",523483,Netherlands,Kenya,Netherlands
1660,The Hague,2 wickets,"Sep 12, 2011",523482,Netherlands,Kenya,Netherlands
1659,Lord's,,"Sep 11, 2011",474480,England,India,tied
1658,Harare,10 wickets,"Sep 11, 2011",523733,Zimbabwe,Pakistan,Pakistan
1657,The Oval,3 wickets,"Sep 9, 2011",474479,England,India,England
1656,Bulawayo,5 runs,"Sep 8, 2011",523732,Zimbabwe,Pakistan,Pakistan
1655,Southampton,7 wickets,"Sep 6, 2011",474478,England,India,England
1654,Chester-le-Street,,"Sep 3, 2011",474477,England,India,no result
1653,Dublin,11 runs,"Aug 25, 2011",483126,Ireland,England,England
1652,Colombo (RPS),4 wickets,"Aug 22, 2011",516210,Sri Lanka,Australia,Sri Lanka
1651,Bulawayo,93 runs,"Aug 21, 2011",522250,Zimbabwe,Bangladesh,Bangladesh
1650,Colombo (RPS),5 wickets,"Aug 20, 2011",516209,Sri Lanka,Australia,Australia
1649,Bulawayo,6 wickets,"Aug 19, 2011",522249,Zimbabwe,Bangladesh,Bangladesh
1648,Hambantota,78 runs,"Aug 16, 2011",516208,Sri Lanka,Australia,Sri Lanka
1647,Harare,5 runs,"Aug 16, 2011",522248,Zimbabwe,Bangladesh,Zimbabwe
1646,Hambantota,8 wickets,"Aug 14, 2011",516207,Sri Lanka,Australia,Australia
1645,Harare,7 wickets,"Aug 14, 2011",522247,Zimbabwe,Bangladesh,Zimbabwe
1644,Harare,4 wickets,"Aug 12, 2011",522246,Zimbabwe,Bangladesh,Zimbabwe
1643,Pallekele,7 wickets,"Aug 10, 2011",516206,Sri Lanka,Australia,Australia
1642,Toronto,17 runs,"Aug 9, 2011",518203,Canada,Afghanistan,Afghanistan
1641,King City (NW),2 wickets,"Aug 7, 2011",518202,Canada,Afghanistan,Afghanistan
1640,Edinburgh,183 runs,"Jul 13, 2011",506208,Scotland,Sri Lanka,Sri Lanka
1639,Edinburgh,5 wickets,"Jul 12, 2011",506207,Scotland,Ireland,Scotland
1638,Manchester,16 runs,"Jul 9, 2011",474471,England,Sri Lanka,England
1637,Nottingham,10 wickets,"Jul 6, 2011",474470,England,Sri Lanka,England
1636,Lord's,6 wickets,"Jul 3, 2011",474469,England,Sri Lanka,Sri Lanka
1635,Leeds,69 runs,"Jul 1, 2011",474468,England,Sri Lanka,Sri Lanka
