Index,ground,margin,matchdate,matchid,team1,team2,winner
1634,Aberdeen,5 wickets,"Jun 29, 2011",504779,Scotland,Netherlands,Scotland
1633,The Oval,110 runs,"Jun 28, 2011",474467,England,Sri Lanka,England
1632,Aberdeen,15 runs,"Jun 28, 2011",504778,Scotland,Netherlands,Scotland
1631,Kingston,7 wickets,"Jun 16, 2011",489225,West Indies,India,West Indies
1630,North Sound,103 runs,"Jun 13, 2011",489224,West Indies,India,West Indies
1629,North Sound,3 wickets,"Jun 11, 2011",489223,West Indies,India,India
1628,Port of Spain,7 wickets,"Jun 8, 2011",489222,West Indies,India,India
1627,Port of Spain,4 wickets,"Jun 6, 2011",489221,West Indies,India,India
1626,Belfast,5 wickets,"May 30, 2011",507996,Ireland,Pakistan,Pakistan
1625,Belfast,7 wickets,"May 28, 2011",507995,Ireland,Pakistan,Pakistan
1624,Providence,10 wickets,"May 5, 2011",489217,West Indies,Pakistan,West Indies
1623,Bridgetown,1 run,"May 2, 2011",489216,West Indies,Pakistan,West Indies
1622,Bridgetown,3 wickets,"Apr 28, 2011",489215,West Indies,Pakistan,Pakistan
1621,Gros Islet,7 wickets,"Apr 25, 2011",489214,West Indies,Pakistan,Pakistan
1620,Gros Islet,8 wickets,"Apr 23, 2011",489213,West Indies,Pakistan,Pakistan
1619,Dhaka,66 runs,"Apr 13, 2011",503365,Bangladesh,Australia,Australia
1618,Dhaka,9 wickets,"Apr 11, 2011",503364,Bangladesh,Australia,Australia
1617,Dhaka,60 runs,"Apr 9, 2011",503363,Bangladesh,Australia,Australia
1616,Mumbai,6 wickets,"Apr 2, 2011",433606,India,Sri Lanka,India
1615,Mohali,29 runs,"Mar 30, 2011",433605,India,Pakistan,India
1614,Colombo (RPS),5 wickets,"Mar 29, 2011",433604,Sri Lanka,New Zealand,Sri Lanka
1613,Colombo (RPS),10 wickets,"Mar 26, 2011",433603,Sri Lanka,England,Sri Lanka
1612,Dhaka,49 runs,"Mar 25, 2011",433602,New Zealand,South Africa,New Zealand
1611,Ahmedabad,5 wickets,"Mar 24, 2011",433601,India,Australia,India
1610,Dhaka,10 wickets,"Mar 23, 2011",433600,Pakistan,West Indies,Pakistan
1609,Chennai,80 runs,"Mar 20, 2011",433599,India,West Indies,India
1608,Kolkata,161 runs,"Mar 20, 2011",433598,Kenya,Zimbabwe,Zimbabwe
1607,Colombo (RPS),4 wickets,"Mar 19, 2011",433596,Australia,Pakistan,Pakistan
1606,Dhaka,206 runs,"Mar 19, 2011",433597,Bangladesh,South Africa,South Africa
1605,Mumbai,112 runs,"Mar 18, 2011",433594,New Zealand,Sri Lanka,Sri Lanka
1604,Kolkata,6 wickets,"Mar 18, 2011",433595,Ireland,Netherlands,Ireland
1603,Chennai,18 runs,"Mar 17, 2011",433593,England,West Indies,England
1602,Bengaluru,7 wickets,"Mar 16, 2011",433592,Australia,Canada,Australia
1601,Kolkata,131 runs,"Mar 15, 2011",433591,Ireland,South Africa,South Africa
1600,Pallekele,7 wickets,"Mar 14, 2011",433589,Pakistan,Zimbabwe,Pakistan
1599,Chattogram,6 wickets,"Mar 14, 2011",433590,Bangladesh,Netherlands,Bangladesh
1598,Bengaluru,60 runs,"Mar 13, 2011",433588,Australia,Kenya,Australia
1597,Mumbai,97 runs,"Mar 13, 2011",433587,Canada,New Zealand,New Zealand
1596,Nagpur,3 wickets,"Mar 12, 2011",433586,India,South Africa,South Africa
1595,Chattogram,2 wickets,"Mar 11, 2011",433585,Bangladesh,England,Bangladesh
1594,Mohali,44 runs,"Mar 11, 2011",433584,Ireland,West Indies,West Indies
1593,Pallekele,139 runs,"Mar 10, 2011",433583,Sri Lanka,Zimbabwe,Sri Lanka
1592,Delhi,5 wickets,"Mar 9, 2011",433582,India,Netherlands,India
1591,Pallekele,110 runs,"Mar 8, 2011",433581,New Zealand,Pakistan,New Zealand
1590,Delhi,5 wickets,"Mar 7, 2011",433580,Canada,Kenya,Canada
1589,Bengaluru,5 wickets,"Mar 6, 2011",433578,India,Ireland,India
1588,Chennai,6 runs,"Mar 6, 2011",433579,England,South Africa,England
1587,Colombo (RPS),,"Mar 5, 2011",433577,Sri Lanka,Australia,no result
1586,Dhaka,9 wickets,"Mar 4, 2011",433576,Bangladesh,West Indies,West Indies
1585,Ahmedabad,10 wickets,"Mar 4, 2011",433575,New Zealand,Zimbabwe,New Zealand
1584,Colombo (RPS),46 runs,"Mar 3, 2011",433574,Canada,Pakistan,Pakistan
1583,Mohali,231 runs,"Mar 3, 2011",433573,Netherlands,South Africa,South Africa
1582,Bengaluru,3 wickets,"Mar 2, 2011",433572,England,Ireland,Ireland
1581,Colombo (RPS),9 wickets,"Mar 1, 2011",433571,Sri Lanka,Kenya,Sri Lanka
1580,Delhi,215 runs,"Feb 28, 2011",433569,Netherlands,West Indies,West Indies
1579,Nagpur,175 runs,"Feb 28, 2011",433570,Canada,Zimbabwe,Zimbabwe
1578,Bengaluru,,"Feb 27, 2011",433568,India,England,tied
1577,Colombo (RPS),11 runs,"Feb 26, 2011",433567,Sri Lanka,Pakistan,Pakistan
1576,Dhaka,27 runs,"Feb 25, 2011",433566,Bangladesh,Ireland,Bangladesh
1575,Nagpur,7 wickets,"Feb 25, 2011",433565,Australia,New Zealand,Australia
1574,Delhi,7 wickets,"Feb 24, 2011",433564,South Africa,West Indies,South Africa
1573,Hambantota,205 runs,"Feb 23, 2011",433563,Kenya,Pakistan,Pakistan
1572,Nagpur,6 wickets,"Feb 22, 2011",433562,England,Netherlands,England
1571,Ahmedabad,91 runs,"Feb 21, 2011",433561,Australia,Zimbabwe,Australia
1570,Hambantota,210 runs,"Feb 20, 2011",433560,Sri Lanka,Canada,Sri Lanka
1569,Chennai,10 wickets,"Feb 20, 2011",433559,Kenya,New Zealand,New Zealand
1568,Dhaka,87 runs,"Feb 19, 2011",433558,Bangladesh,India,India
1567,Colombo (SSC),26 runs,"Feb 6, 2011",464992,Sri Lanka,West Indies,Sri Lanka
1566,Perth,57 runs,"Feb 6, 2011",446968,Australia,England,Australia
1565,Auckland,57 runs,"Feb 5, 2011",473928,New Zealand,Pakistan,New Zealand
1564,Colombo (SSC),8 wickets,"Feb 3, 2011",464991,Sri Lanka,West Indies,Sri Lanka
1563,Hamilton,41 runs,"Feb 3, 2011",473927,New Zealand,Pakistan,Pakistan
1562,Sydney,2 wickets,"Feb 2, 2011",446967,Australia,England,Australia
1561,Napier,2 wickets,"Feb 1, 2011",473926,New Zealand,Pakistan,Pakistan
1560,Colombo (SSC),,"Jan 31, 2011",464990,Sri Lanka,West Indies,no result
1559,Brisbane,51 runs,"Jan 30, 2011",446966,Australia,England,Australia
1558,Christchurch,43 runs,"Jan 29, 2011",473925,New Zealand,Pakistan,Pakistan
1557,Adelaide,21 runs,"Jan 26, 2011",446965,Australia,England,England
1556,Queenstown,,"Jan 26, 2011",473924,New Zealand,Pakistan,no result
1555,Centurion,33 runs,"Jan 23, 2011",463154,South Africa,India,South Africa
1554,Sydney,4 wickets,"Jan 23, 2011",446964,Australia,England,Australia
1553,Wellington,9 wickets,"Jan 22, 2011",473923,New Zealand,Pakistan,New Zealand
1552,Port Elizabeth,48 runs,"Jan 21, 2011",463153,South Africa,India,South Africa
1551,Hobart,46 runs,"Jan 21, 2011",446963,Australia,England,Australia
1550,Cape Town,2 wickets,"Jan 18, 2011",463152,South Africa,India,India
1549,Melbourne,6 wickets,"Jan 16, 2011",446962,Australia,England,Australia
1548,Johannesburg,1 run,"Jan 15, 2011",463151,South Africa,India,India
1547,Durban,135 runs,"Jan 12, 2011",463150,South Africa,India,South Africa
1546,Chattogram,6 wickets,"Dec 12, 2010",486526,Bangladesh,Zimbabwe,Bangladesh
1545,Chennai,8 wickets,"Dec 10, 2010",467887,India,New Zealand,India
1544,Bengaluru,5 wickets,"Dec 7, 2010",467886,India,New Zealand,India
1543,Dhaka,65 runs,"Dec 6, 2010",486523,Bangladesh,Zimbabwe,Bangladesh
1542,Vadodara,9 wickets,"Dec 4, 2010",467885,India,New Zealand,India
1541,Dhaka,6 wickets,"Dec 3, 2010",486522,Bangladesh,Zimbabwe,Bangladesh
1540,Jaipur,8 wickets,"Dec 1, 2010",467884,India,New Zealand,India
1539,Dhaka,9 runs,"Dec 1, 2010",486520,Bangladesh,Zimbabwe,Zimbabwe
1538,Guwahati,40 runs,"Nov 28, 2010",467883,India,New Zealand,India
1537,Dubai (DSC),57 runs,"Nov 8, 2010",461570,Pakistan,South Africa,South Africa
1536,Brisbane,8 wickets,"Nov 7, 2010",446959,Australia,Sri Lanka,Australia
1535,Dubai (DSC),1 wicket,"Nov 5, 2010",461569,Pakistan,South Africa,Pakistan
1534,Sydney,29 runs,"Nov 5, 2010",446958,Australia,Sri Lanka,Sri Lanka
1533,Melbourne,1 wicket,"Nov 3, 2010",446957,Australia,Sri Lanka,Sri Lanka
1532,Dubai (DSC),2 runs,"Nov 2, 2010",461568,Pakistan,South Africa,South Africa
1531,Abu Dhabi,1 wicket,"Oct 31, 2010",461567,Pakistan,South Africa,Pakistan
1530,Abu Dhabi,8 wickets,"Oct 29, 2010",461566,Pakistan,South Africa,South Africa
1529,Benoni,272 runs,"Oct 22, 2010",463145,South Africa,Zimbabwe,South Africa
1528,Visakhapatnam,5 wickets,"Oct 20, 2010",464529,India,Australia,India
1527,Potchefstroom,8 wickets,"Oct 17, 2010",463144,South Africa,Zimbabwe,South Africa
1526,Dhaka,3 runs,"Oct 17, 2010",476600,Bangladesh,New Zealand,Bangladesh
1525,Bloemfontein,64 runs,"Oct 15, 2010",463143,South Africa,Zimbabwe,South Africa
1524,Dhaka,9 runs,"Oct 14, 2010",476599,Bangladesh,New Zealand,Bangladesh
1523,Nairobi (Gym),8 wickets,"Oct 11, 2010",470626,Kenya,Afghanistan,Kenya
1522,Dhaka,7 wickets,"Oct 11, 2010",476598,Bangladesh,New Zealand,Bangladesh
1521,Nairobi (Gym),6 wickets,"Oct 9, 2010",470625,Kenya,Afghanistan,Afghanistan
1520,Nairobi (Gym),92 runs,"Oct 7, 2010",470624,Kenya,Afghanistan,Kenya
1519,Dhaka,9 runs,"Oct 5, 2010",476596,Bangladesh,New Zealand,Bangladesh
1518,Harare,20 runs,"Sep 30, 2010",474455,Zimbabwe,Ireland,Ireland
1517,Harare,3 wickets,"Sep 28, 2010",474454,Zimbabwe,Ireland,Zimbabwe
1516,Harare,2 wickets,"Sep 26, 2010",474453,Zimbabwe,Ireland,Zimbabwe
1515,Southampton,121 runs,"Sep 22, 2010",426432,England,Pakistan,England
1514,Lord's,38 runs,"Sep 20, 2010",426431,England,Pakistan,Pakistan
1513,The Oval,23 runs,"Sep 17, 2010",426430,England,Pakistan,Pakistan
1512,Leeds,4 wickets,"Sep 12, 2010",426429,England,Pakistan,England
1511,Chester-le-Street,24 runs,"Sep 10, 2010",426428,England,Pakistan,England
1510,Toronto,92 runs,"Sep 7, 2010",464724,Canada,Ireland,Ireland
1509,Toronto,4 runs,"Sep 6, 2010",464723,Canada,Ireland,Canada
1508,Dambulla,74 runs,"Aug 28, 2010",456668,Sri Lanka,India,Sri Lanka
1507,Dambulla,105 runs,"Aug 25, 2010",456665,India,New Zealand,India
1506,Dambulla,8 wickets,"Aug 22, 2010",456666,Sri Lanka,India,Sri Lanka
1505,Dambulla,,"Aug 19-20, 2010",473315,Sri Lanka,New Zealand,no result
1504,Dublin,9 wickets,"Aug 18, 2010",464720,Ireland,Netherlands,Ireland
1503,Ayr,6 wickets,"Aug 17, 2010",450501,Scotland,Afghanistan,Scotland
1502,Dublin,70 runs,"Aug 16, 2010",464717,Ireland,Netherlands,Ireland
1501,Ayr,9 wickets,"Aug 16, 2010",450498,Scotland,Afghanistan,Afghanistan
1500,Dambulla,6 wickets,"Aug 16, 2010",456663,Sri Lanka,India,India
1499,Dambulla,3 wickets,"Aug 13, 2010",456664,Sri Lanka,New Zealand,Sri Lanka
1498,Dambulla,200 runs,"Aug 10, 2010",456662,India,New Zealand,New Zealand
1497,Glasgow,6 wickets,"Jul 20, 2010",450105,Bangladesh,Netherlands,Netherlands
1496,Belfast,6 wickets,"Jul 16, 2010",450107,Ireland,Bangladesh,Bangladesh
1495,Belfast,7 wickets,"Jul 15, 2010",450106,Ireland,Bangladesh,Ireland
1494,Birmingham,144 runs,"Jul 12, 2010",426405,England,Bangladesh,England
1493,Bristol,5 runs,"Jul 10, 2010",426404,England,Bangladesh,Bangladesh
1492,Rotterdam,5 wickets,"Jul 10, 2010",450386,Netherlands,Afghanistan,Afghanistan
1491,Amstelveen,6 wickets,"Jul 10, 2010",450385,Ireland,Scotland,Ireland
1490,Schiedam,3 wickets,"Jul 10, 2010",450387,Canada,Kenya,Canada
1489,Amstelveen,39 runs,"Jul 9, 2010",450384,Netherlands,Ireland,Ireland
1488,Schiedam,6 wickets,"Jul 9, 2010",450383,Canada,Kenya,Canada
1487,Rotterdam,2 wickets,"Jul 9, 2010",450382,Afghanistan,Scotland,Scotland
1486,Nottingham,6 wickets,"Jul 8, 2010",426403,England,Bangladesh,England
1485,The Hague,6 wickets,"Jul 7, 2010",450381,Netherlands,Afghanistan,Afghanistan
1484,Rotterdam,6 runs,"Jul 7, 2010",450380,Kenya,Scotland,Scotland
1483,Amstelveen,5 wickets,"Jul 7, 2010",450379,Canada,Ireland,Ireland
1482,Rotterdam,7 wickets,"Jul 5, 2010",450378,Netherlands,Canada,Netherlands
1481,The Hague,5 wickets,"Jul 5, 2010",450377,Ireland,Scotland,Ireland
1480,Amstelveen,1 wicket,"Jul 5, 2010",450376,Afghanistan,Kenya,Afghanistan
1479,Lord's,42 runs,"Jul 3, 2010",426391,England,Australia,Australia
1478,The Hague,117 runs,"Jul 3, 2010",450375,Netherlands,Kenya,Netherlands
1477,Amstelveen,69 runs,"Jul 3, 2010",450374,Canada,Scotland,Scotland
1476,Rotterdam,39 runs,"Jul 3-4, 2010",450373,Afghanistan,Ireland,Ireland
1475,Amstelveen,1 wicket,"Jul 1, 2010",450372,Netherlands,Scotland,Scotland
1474,Rotterdam,7 wickets,"Jul 1, 2010",450371,Ireland,Kenya,Ireland
1473,The Hague,6 wickets,"Jul 1, 2010",450370,Afghanistan,Canada,Afghanistan
1472,The Oval,78 runs,"Jun 30, 2010",426390,England,Australia,Australia
1471,Manchester,1 wicket,"Jun 27, 2010",426389,England,Australia,England
1470,Cardiff,4 wickets,"Jun 24, 2010",426388,England,Australia,England
1469,Dambulla,81 runs,"Jun 24, 2010",455237,Sri Lanka,India,India
1468,Southampton,4 wickets,"Jun 22, 2010",426387,England,Australia,England
1467,Dambulla,7 wickets,"Jun 22, 2010",455236,Sri Lanka,India,Sri Lanka
1466,Dambulla,139 runs,"Jun 21, 2010",455235,Bangladesh,Pakistan,Pakistan
1465,Edinburgh,7 wickets,"Jun 19, 2010",426406,Scotland,England,England
1464,Dambulla,3 wickets,"Jun 19, 2010",455234,India,Pakistan,India
1463,Dambulla,126 runs,"Jun 18, 2010",455233,Sri Lanka,Bangladesh,Sri Lanka
1462,Dublin,39 runs,"Jun 17, 2010",426384,Ireland,Australia,Australia
1461,Dambulla,6 wickets,"Jun 16, 2010",455232,Bangladesh,India,India
1460,Rotterdam,6 wickets,"Jun 15, 2010",442232,Netherlands,Scotland,Netherlands
1459,Dambulla,16 runs,"Jun 15, 2010",455231,Sri Lanka,Pakistan,Sri Lanka
1458,Harare,9 wickets,"Jun 9, 2010",452152,Zimbabwe,Sri Lanka,Sri Lanka
1457,Harare,8 wickets,"Jun 7, 2010",452151,Zimbabwe,Sri Lanka,Zimbabwe
1456,Harare,6 wickets,"Jun 5, 2010",452150,India,Sri Lanka,Sri Lanka
1455,Port of Spain,1 wicket,"Jun 3, 2010",439151,West Indies,South Africa,South Africa
1454,Harare,7 wickets,"Jun 3, 2010",452149,Zimbabwe,India,Zimbabwe
1453,Bulawayo,9 wickets,"Jun 1, 2010",452148,Zimbabwe,Sri Lanka,Sri Lanka
1452,Roseau,7 wickets,"May 30, 2010",439150,West Indies,South Africa,South Africa
1451,Bulawayo,7 wickets,"May 30, 2010",452147,India,Sri Lanka,India
1450,Roseau,67 runs,"May 28, 2010",439149,West Indies,South Africa,South Africa
1449,Bulawayo,6 wickets,"May 28, 2010",452146,Zimbabwe,India,Zimbabwe
1448,North Sound,17 runs,"May 24, 2010",439148,West Indies,South Africa,South Africa
1447,North Sound,66 runs,"May 22, 2010",439147,West Indies,South Africa,South Africa
1446,Kingston,6 wickets,"Apr 15, 2010",448369,West Indies,Ireland,West Indies
1445,Kingston,208 runs,"Apr 13, 2010",448370,West Indies,Canada,West Indies
1444,Kingstown,4 wickets,"Mar 14, 2010",439144,West Indies,Zimbabwe,West Indies
1443,Wellington,51 runs,"Mar 13, 2010",423795,New Zealand,Australia,New Zealand
1442,Kingstown,4 wickets,"Mar 12, 2010",439143,West Indies,Zimbabwe,West Indies
1441,Auckland,6 wickets,"Mar 11, 2010",423794,New Zealand,Australia,Australia
1440,Kingstown,141 runs,"Mar 10, 2010",439142,West Indies,Zimbabwe,West Indies
1439,Hamilton,6 wickets,"Mar 9, 2010",423793,New Zealand,Australia,Australia
1438,Providence,4 wickets,"Mar 6, 2010",439141,West Indies,Zimbabwe,West Indies
1437,Auckland,12 runs,"Mar 6, 2010",423792,New Zealand,Australia,Australia
1436,Chattogram,45 runs,"Mar 5, 2010",426422,Bangladesh,England,England
1435,Providence,2 runs,"Mar 4, 2010",439140,West Indies,Zimbabwe,Zimbabwe
1434,Napier,2 wickets,"Mar 3, 2010",423791,New Zealand,Australia,New Zealand
1433,Dhaka,2 wickets,"Mar 2, 2010",426421,Bangladesh,England,England
1432,Dhaka,6 wickets,"Feb 28, 2010",426420,Bangladesh,England,England
1431,Ahmedabad,90 runs,"Feb 27, 2010",441829,India,South Africa,South Africa
1430,Gwalior,153 runs,"Feb 24, 2010",441828,India,South Africa,India
1429,Jaipur,1 run,"Feb 21, 2010",441827,India,South Africa,India
1428,Melbourne,125 runs,"Feb 19, 2010",406196,Australia,West Indies,Australia
1427,Sharjah,4 wickets,"Feb 18, 2010",441781,Afghanistan,Canada,Canada
1426,Nairobi (Gym),80 runs,"Feb 18, 2010",441783,Kenya,Netherlands,Netherlands
1425,Sharjah,1 run,"Feb 16, 2010",441780,Afghanistan,Canada,Afghanistan
1424,Nairobi (Gym),6 wickets,"Feb 16, 2010",441782,Kenya,Netherlands,Kenya
1423,Brisbane,50 runs,"Feb 14, 2010",406195,Australia,West Indies,Australia
1422,Sydney,,"Feb 12, 2010",406194,Australia,West Indies,no result
1421,Christchurch,3 wickets,"Feb 11, 2010",423785,New Zealand,Bangladesh,New Zealand
1420,Adelaide,8 wickets,"Feb 9, 2010",406193,Australia,West Indies,Australia
1419,Dunedin,5 wickets,"Feb 8, 2010",423784,New Zealand,Bangladesh,New Zealand
1418,Melbourne,113 runs,"Feb 7, 2010",406192,Australia,West Indies,Australia
1417,Napier,146 runs,"Feb 5, 2010",423783,New Zealand,Bangladesh,New Zealand
1416,Perth,2 wickets,"Jan 31, 2010",406206,Australia,Pakistan,Australia
1415,Perth,135 runs,"Jan 29, 2010",406205,Australia,Pakistan,Australia
1414,Adelaide,40 runs,"Jan 26, 2010",406204,Australia,Pakistan,Australia
1413,Sydney,140 runs,"Jan 24, 2010",406203,Australia,Pakistan,Australia
1412,Brisbane,5 wickets,"Jan 22, 2010",406202,Australia,Pakistan,Australia
1411,Dhaka,4 wickets,"Jan 13, 2010",434264,India,Sri Lanka,Sri Lanka
1410,Dhaka,6 wickets,"Jan 11, 2010",434263,Bangladesh,India,India
1409,Dhaka,8 wickets,"Jan 10, 2010",434262,India,Sri Lanka,India
1408,Dhaka,9 wickets,"Jan 8, 2010",434261,Bangladesh,Sri Lanka,Sri Lanka
1407,Dhaka,6 wickets,"Jan 7, 2010",434260,Bangladesh,India,India
1406,Dhaka,5 wickets,"Jan 5, 2010",434259,India,Sri Lanka,Sri Lanka
1405,Dhaka,7 wickets,"Jan 4, 2010",434258,Bangladesh,Sri Lanka,Sri Lanka
1404,Delhi,,"Dec 27, 2009",430890,India,Sri Lanka,no result
1403,Kolkata,7 wickets,"Dec 24, 2009",430889,India,Sri Lanka,India
1402,Cuttack,7 wickets,"Dec 21, 2009",430888,India,Sri Lanka,India
1401,Nagpur,3 wickets,"Dec 18, 2009",430887,India,Sri Lanka,Sri Lanka
1400,Rajkot,3 runs,"Dec 15, 2009",430886,India,Sri Lanka,India
1399,Port Elizabeth,7 wickets,"Nov 29, 2009",387568,South Africa,England,England
1398,Cape Town,112 runs,"Nov 27, 2009",387567,South Africa,England,South Africa
1397,Centurion,7 wickets,"Nov 22, 2009",387566,South Africa,England,England
1396,Centurion,212 runs,"Nov 10, 2009",430509,South Africa,Zimbabwe,South Africa
1395,Abu Dhabi,7 runs,"Nov 9, 2009",426722,New Zealand,Pakistan,New Zealand
1394,Benoni,45 runs,"Nov 8, 2009",430508,South Africa,Zimbabwe,South Africa
1393,Guwahati,6 wickets,"Nov 8, 2009",416241,India,Australia,Australia
1392,Abu Dhabi,64 runs,"Nov 6, 2009",426721,New Zealand,Pakistan,New Zealand
1391,Hyderabad (Deccan),3 runs,"Nov 5, 2009",416240,India,Australia,Australia
1390,Chattogram,1 wicket,"Nov 5, 2009",422630,Bangladesh,Zimbabwe,Bangladesh
1389,Abu Dhabi,138 runs,"Nov 3, 2009",426720,New Zealand,Pakistan,Pakistan
1388,Chattogram,6 wickets,"Nov 3, 2009",422629,Bangladesh,Zimbabwe,Bangladesh
1387,Mohali,24 runs,"Nov 2, 2009",416239,India,Australia,Australia
1386,Delhi,6 wickets,"Oct 31, 2009",416238,India,Australia,India
1385,Dhaka,4 wickets,"Oct 31, 2009",422628,Bangladesh,Zimbabwe,Bangladesh
1384,Dhaka,7 wickets,"Oct 29, 2009",422627,Bangladesh,Zimbabwe,Bangladesh
1383,Nagpur,99 runs,"Oct 28, 2009",416237,India,Australia,India
1382,Dhaka,5 wickets,"Oct 27, 2009",422626,Bangladesh,Zimbabwe,Zimbabwe
1381,Vadodara,4 runs,"Oct 25, 2009",416236,India,Australia,Australia
1380,Harare,142 runs,"Oct 18, 2009",426219,Zimbabwe,Kenya,Zimbabwe
1379,Harare,6 wickets,"Oct 17, 2009",426217,Zimbabwe,Kenya,Zimbabwe
1378,Harare,20 runs,"Oct 15, 2009",424852,Zimbabwe,Kenya,Kenya
1377,Harare,86 runs,"Oct 13, 2009",424851,Zimbabwe,Kenya,Zimbabwe
1376,Harare,91 runs,"Oct 12, 2009",424849,Zimbabwe,Kenya,Zimbabwe
1375,Centurion,6 wickets,"Oct 5, 2009",415287,Australia,New Zealand,Australia
1374,Johannesburg,5 wickets,"Oct 3, 2009",415286,New Zealand,Pakistan,New Zealand
1373,Centurion,9 wickets,"Oct 2, 2009",415285,Australia,England,Australia
1372,Johannesburg,7 wickets,"Sep 30, 2009",415284,India,West Indies,India
1371,Centurion,2 wickets,"Sep 30, 2009",415283,Australia,Pakistan,Australia
1370,Johannesburg,4 wickets,"Sep 29, 2009",415282,England,New Zealand,New Zealand
1369,Centurion,,"Sep 28, 2009",415281,Australia,India,no result
1368,Centurion,22 runs,"Sep 27, 2009",415280,South Africa,England,England
1367,Johannesburg,38 runs,"Sep 27, 2009",415279,New Zealand,Sri Lanka,New Zealand
1366,Centurion,54 runs,"Sep 26, 2009",415278,India,Pakistan,Pakistan
1365,Johannesburg,50 runs,"Sep 26, 2009",415277,Australia,West Indies,Australia
1364,Johannesburg,6 wickets,"Sep 25, 2009",415276,England,Sri Lanka,England
1363,Centurion,5 wickets,"Sep 24, 2009",415275,South Africa,New Zealand,South Africa
1362,Johannesburg,5 wickets,"Sep 23, 2009",415274,Pakistan,West Indies,Pakistan
1361,Centurion,55 runs,"Sep 22, 2009",415273,South Africa,Sri Lanka,Sri Lanka
1360,Chester-le-Street,4 wickets,"Sep 20, 2009",350049,England,Australia,England
1359,Nottingham,111 runs,"Sep 17, 2009",350048,England,Australia,Australia
1358,Nottingham,4 wickets,"Sep 15, 2009",350047,England,Australia,Australia
1357,Colombo (RPS),46 runs,"Sep 14, 2009",403383,Sri Lanka,India,India
1356,Lord's,7 wickets,"Sep 12, 2009",350046,England,Australia,Australia
1355,Colombo (RPS),139 runs,"Sep 12, 2009",403381,Sri Lanka,India,Sri Lanka
1354,Colombo (RPS),6 wickets,"Sep 11, 2009",403382,India,New Zealand,India
1353,Southampton,6 wickets,"Sep 9, 2009",350045,England,Australia,Australia
1352,Colombo (RPS),97 runs,"Sep 8, 2009",403380,Sri Lanka,New Zealand,Sri Lanka
